hashtag,cleaned_tweet,date,subjectivity,polarity,sentiment_class,topic
#FuelShortage,  Deposit and get 100 bonus oand get to play todays champions league matches     Register link,2022-04-05,0.0,0.0,neutral,0
#FuelShortage,  Make laundry time quick and easy this EasterGet the LG washing machine at a discount from recognized stores near you Wi,2022-04-05,0.5777777777777778,0.28888888888888886,positive,0
#FuelShortage,  Who owns RUBiS Energy Just asking as a concerned patriotic citizen of this nation on behalf of all HUSTLERS   FuelSh,2022-04-05,0.0,0.0,neutral,0
#FuelShortage,  PS Energy and  are so calm while discussing FuelShortage and global externalities Kenyas political analysts and Nat,2022-04-05,0.2833333333333333,0.10000000000000002,positive,0
#FuelShortage,FuelShortage Telford like many others relative cant get to work as fuel stations closed Works in a prison so ,2022-04-05,0.19999999999999998,0.13333333333333333,positive,1
#FuelShortage,  Good Tips   FuelShortage ,2022-04-05,0.6000000000000001,0.7,positive,1
#FuelShortage,  Who owns RUBiS Energy Just asking as a concerned patriotic citizen of this nation on behalf of all HUSTLERS   FuelSh,2022-04-05,0.0,0.0,neutral,0
#FuelShortage,Manchester city Alt Madrid Chelsea amp Benfica all in action today All today games analysis are ready get them in ,2022-04-05,0.3,0.15000000000000002,positive,1
#FuelShortage,  Who owns RUBiS Energy Just asking as a concerned patriotic citizen of this nation on behalf of all HUSTLERS   FuelSh,2022-04-05,0.0,0.0,neutral,0
#FuelShortage,Manchester city Alt Madrid Chelsea amp Benfica all in action today All today games analysis are ready get them in ,2022-04-05,0.3,0.15000000000000002,positive,1
#FuelShortage,  KE With all the crises were facing as a country sometimes you just have to smile courtesy of my Country people Kenyans are,2022-04-05,0.1,0.3,positive,2
#FuelShortage,Good Tips   FuelShortage ,2022-04-05,0.6000000000000001,0.7,positive,1
#FuelShortage,  Rubis a company associated with Uhuru Kenyatta is at the centre of FuelShortage in Kenya Uhuru Kenyatta is a pig He doe,2022-04-05,0.0,0.0,neutral,0
#FuelShortage,To be Kingyou kill the King This is state that has capturedobsessed someones mind as the assistant But he keep ,2022-04-05,0.0,0.0,neutral,0
#FuelShortage,Check out Long Weekend   FuelShortage  Arsenal  MainaAndKingangi  CRYARS ,2022-04-05,0.4,-0.05,negative,0
Arsenal,United fans if youre enjoying the Chelsea amp Arsenal trashing in this game week just combine the number of goals ,2022-04-05,0.5,0.04999999999999999,positive,0
Arsenal,I knew this man was waffling when he said arsenal are competing with Chelsea ,2022-04-05,0.0,0.0,neutral,0
Arsenal,  Cfc A gentle reminder that Conor Gallagher has more European trophies than Arsenal ,2022-04-05,0.43333333333333335,0.2333333333333333,positive,0
Arsenal, How much is that lot of money Arsenal never gives any coach a lot of money,2022-04-05,0.2,0.2,positive,2
Arsenal,   The loan system is defeating the integrity of the league  CRYARS Arsenal AFC ,2022-04-05,0.0,0.0,neutral,0
Arsenal,   The loan system is defeating the integrity of the league  CRYARS Arsenal AFC ,2022-04-05,0.0,0.0,neutral,0
Arsenal,  Arsenal collected 3 on the 3rd of fasting Allahu is great ,2022-04-05,0.375,0.4,positive,0
Arsenal,  Arsenal play 1 game a week amp get battered interesting  ,2022-04-05,0.45,0.04999999999999999,positive,0
Arsenal, Lacazette might probably be the worst striker ever arsenal had even chamak was not this low A striker who ,2022-04-05,0.65,-0.5,negative,0
Arsenal,  Maybe Im wrong but rarely see exLiverpool Arsenal or Chelsea players targeting their clubs managers like exUtd playe,2022-04-05,0.9,-0.1,negative,0
Arsenal,  Mbu I miss the Arsenal nio nio ,2022-04-05,0.0,0.0,neutral,0
Arsenal,  If nor be today aa nka I never knew say Arsenal nor dey think about the world say boys go stake bet for dema back Herh,2022-04-05,0.0,0.0,neutral,0
Arsenal,  It must hurt for Patrick Vieira to beat a team he used to love  Crystal Palace defeated Arsenal 30  FPL CRYARS  htt,2022-04-05,0.6,0.5,positive,0
Arsenal,  Defeat at Selhurst Park ,2022-04-05,0.0,0.0,neutral,0
Arsenal, Arsenal wins,2022-04-05,0.2,0.3,positive,0
Arsenal,  end of the national state of disaster amp Arsenal back to losing life is starting to feel normal again,2022-04-05,0.24999999999999997,0.049999999999999996,positive,0
Arsenal,  gustavo400 nothing in life is certain unless death taxes and Arsenal losing,2022-04-05,0.5714285714285714,0.21428571428571427,positive,2
Arsenal,  Back to work Back to the training ground ,2022-04-05,0.0,0.0,neutral,2
Arsenal, It is open season for the annual bottling event at the North London Club,2022-04-05,0.5,0.0,neutral,0
Arsenal,  Arsenal fans fully deserve this Earlier today I was reading Havertz is nOwHeRe nEaR EsR SaKa aNd Ø,2022-04-05,0.45,0.05,positive,0
Arsenal,  Patrick Vieira defeating Arsenal and taking them below Spurs in the fight for top4 ,2022-04-05,0.0,0.0,neutral,0
Arsenal,  I will hold myself to a standard of Grace not perfection  By the way my team  can beat Arsenal at home a,2022-04-05,0.0,0.0,neutral,0
Arsenal,  soUg We all thought we all had one mission of heading to UCL little did we know Arsenal was pretending ,2022-04-05,0.5,-0.1875,negative,0
Arsenal,  YourBoy E Revamp your CV to attract recruiters Only R25 for the unemployed and R50 for the employed  Cover letter R90  Dm call or W,2022-04-05,1.0,0.0,neutral,0
Arsenal,  Arsenal needed this humbling Their fans were talking way too much for a team who plays once a week,2022-04-05,0.2,0.2,positive,2
Arsenal,  Back to work Back to the training ground ,2022-04-05,0.0,0.0,neutral,2
Arsenal,   This Crystal Palace super team really trashed Arsenal Spurs and Manchester City,2022-04-05,0.43333333333333335,0.26666666666666666,positive,0
Arsenal,   Arsenal fans trying to swallow their L ,2022-04-05,0.0,0.0,neutral,0
Arsenal, otienoo  Noted Thank you,2022-04-05,0.0,0.0,neutral,2
Arsenal,  io Gateio New Listing ATM AFC OG   Deposit ATM AFC OG amp Win 60000 CHZ  Mar 31Apr 7 0800 UTC  GIVEAWAY Fo,2022-04-05,0.42727272727272725,0.4681818181818182,positive,0
Arsenal,  Whenever I see a tweet about Arsenal I refresh my TL ,2022-04-05,0.0,0.0,neutral,0
Arsenal,  Patrick Vieira beating Arsenal  CRYARS   ,2022-04-05,0.0,0.0,neutral,0
Arsenal,  36 Kerala Blasters FC  has offered their young Indian core players long term contract except for 12 players Talks are going,2022-04-05,0.4,0.025,positive,0
Arsenal, Another promo without an Arsenal player,2022-04-05,0.0,0.0,neutral,0
Arsenal,  Patrick Vieira defeating Arsenal and taking them below Spurs in the fight for top4 ,2022-04-05,0.0,0.0,neutral,0
Arsenal, Its a bit unfair that Arsenal throw all the other competitions to be shit in the league They cant b ,2022-04-05,0.725,-0.27499999999999997,negative,0
Arsenal,  Whats the difference between Arsenal and a Book  CE,2022-04-05,0.0,0.0,neutral,0
Arsenal,  Arsenals PR team after tonights defeat ,2022-04-05,0.0,0.0,neutral,2
Arsenal,Quick ,2022-04-05,0.5,0.3333333333333333,positive,0
Arsenal,Make both Arsenal Spurs amp Westham getat abeg    We go still claim that top four spot  Best believe  ,2022-04-05,0.4,0.75,positive,0
Arsenal,  Arsenals PR team after tonights defeat ,2022-04-05,0.0,0.0,neutral,2
Arsenal, I dont nooo anything about footballll but arsenal is shit ,2022-04-05,0.8,-0.2,negative,0
Arsenal,  Crystal Palace 30 Arsenal  Awful performance awful result amp heres the reaction from the away fans at full time  Were,2022-04-05,0.85,-0.5499999999999999,negative,0
Arsenal,Arsenal trying to explain how Crystal Palace crushed them 3 goals without an attempt on goal ,2022-04-05,0.1,-0.1,negative,2
Arsenal, Did you post that when Liverpool was in yellow flogging Arsenal under Babas watch,2022-04-05,0.0,0.0,neutral,0
Arsenal,  Evanto Good morning to Arsenal fans always remember not to laugh first,2022-04-05,0.3444444444444445,0.4166666666666667,positive,0
Arsenal,  Arsenal have won just one of the last eight Premier League games with Palace,2022-04-05,0.06666666666666667,0.0,neutral,0
Arsenal,  Arsenal fans watching crystal palace right now  ,2022-04-05,0.5357142857142857,0.2857142857142857,positive,0
Arsenal,  Patrick Vieira beating Arsenal  CRYARS   ,2022-04-05,0.0,0.0,neutral,0
Arsenal,  Arsenal is now playing football to babysit the top 4 teams,2022-04-05,0.5,0.5,positive,0
#MainaAndKingangi,  girl HikingCamping bag Suitable for outdoor sports and travel  Price 3500kshs   Or Whatsapp 0719395012 for orders and deliv,2022-04-05,0.75,0.55,positive,0
#MainaAndKingangi,   NJIA RAHISI SANA KUJAZA KREDO YAKO  HATA KUTUMIA FULIZA   ENDA KWA  MPESA MENU LIPA NA MPESA PAYBILL4,2022-04-05,0.0,0.0,neutral,2
#MainaAndKingangi,  I need for you to love me hold me touch me down deep i ,2022-04-05,0.4296296296296296,0.11481481481481481,positive,0
#MainaAndKingangi,  vincent   Mtu asiniposti please The only time you can post me is when Im dead or kidnapped Main,2022-04-05,0.5777777777777777,-0.011111111111111118,negative,0
#MainaAndKingangi,   DONT LOSE ANYMORE ENJOY BETTING MONEY  JOIN THIS SOURCE AND BE ASSURED OF WINNINGTHE SOURCE IS RELIABLE if,2022-04-05,0.5,0.4,positive,2
#MainaAndKingangi,  MainaAndKingangi i think posting is just showoff wachana nayo kabisa  ,2022-04-05,0.0,0.0,neutral,2
#MainaAndKingangi,      john   ,2022-04-05,0.0,0.0,neutral,0
#MainaAndKingangi,  girl HikingCamping bag Suitable for outdoor sports and travel  Price 3500kshs   Or Whatsapp 0719395012 for orders and deliv,2022-04-05,0.75,0.55,positive,0
#MainaAndKingangi,    You are gonna kill me one day Im fine how are you MainaAndKingangi,2022-04-05,0.5,0.4166666666666667,positive,2
#MainaAndKingangi,  MainaAndKingangi     Maina ni peer pressure na kiherehere We copy everything na hawata,2022-04-05,0.0,0.0,neutral,2
#MainaAndKingangi,  I want to give my heart my soul my love to you ooh baaaaby  MainaAndKingangi,2022-04-05,0.6,0.5,positive,2
#MainaAndKingangi,     john    ,2022-04-05,0.0,0.0,neutral,0
#MainaAndKingangi,   DONT LOSE ANYMORE ENJOY BETTING MONEY  JOIN THIS SOURCE AND BE ASSURED OF WINNINGTHE SOURCE IS RELIABLE if,2022-04-05,0.5,0.4,positive,2
#MainaAndKingangi,  MainaAndKingangi    Thats is show off of which does not bother us ,2022-04-05,0.0,0.0,neutral,2
#MainaAndKingangi,KenyansGet the best BURGERS in town paired with free FRIES available on all platforms Glovo Bolt Jumiafood  ,2022-04-05,0.5,0.6,positive,1
#MainaAndKingangi,   DONT LOSE ANYMORE ENJOY BETTING MONEY  JOIN THIS SOURCE AND BE ASSURED OF WINNINGTHE SOURCE IS RELIABLE if,2022-04-05,0.5,0.4,positive,2
#MainaAndKingangi,  never let you go faith  MainaAndKingangi,2022-04-05,0.0,0.0,neutral,2
#MainaAndKingangi,       john    ,2022-04-05,0.0,0.0,neutral,0
#MainaAndKingangi,        john   ,2022-04-05,0.0,0.0,neutral,0
#MainaAndKingangi,  5    john    ,2022-04-05,0.0,0.0,neutral,0
#MainaAndKingangi,  5       john   ,2022-04-05,0.0,0.0,neutral,0
#MainaAndKingangi,      john   ,2022-04-05,0.0,0.0,neutral,0
#MainaAndKingangi,   DONT LOSE ANYMORE ENJOY BETTING MONEY  JOIN THIS SOURCE AND BE ASSURED OF WINNINGTHE SOURCE IS RELIABLE if,2022-04-05,0.5,0.4,positive,2
#MainaAndKingangi,   DONT LOSE ANYMORE ENJOY BETTING MONEY  JOIN THIS SOURCE AND BE ASSURED OF WINNINGTHE SOURCE IS RELIABLE if,2022-04-05,0.5,0.4,positive,2
#MainaAndKingangi,      john   ,2022-04-05,0.0,0.0,neutral,0
#MainaAndKingangi,  For better customer service easy inventory processing better profitability and accurate expense tracking robisearch of,2022-04-05,0.6166666666666667,0.45833333333333337,positive,0
#MainaAndKingangi,KenyansGet the best BURGERS in town paired with free FRIES available on all platforms Glovo Bolt Jumiafood  ,2022-04-05,0.5,0.6,positive,1
#MainaAndKingangi,      john   ,2022-04-05,0.0,0.0,neutral,0
#MainaAndKingangi,  Caller People post to prove what is non existent Most of these marriages are troubled A pregnant woman will only p,2022-04-05,0.75,0.08333333333333333,positive,1
#MainaAndKingangi,   DONT LOSE ANYMORE ENJOY BETTING MONEY  JOIN THIS SOURCE AND BE ASSURED OF WINNINGTHE SOURCE IS RELIABLE if,2022-04-05,0.5,0.4,positive,2
#MainaAndKingangi,HikingCamping bag Suitable for outdoor sports and travel  Price 3500kshs   Or Whatsapp 0719395012 for orders and ,2022-04-05,0.75,0.55,positive,0
#MainaAndKingangi,   NJIA RAHISI SANA KUJAZA KREDO YAKO  HATA KUTUMIA FULIZA   ENDA KWA  MPESA MENU LIPA NA MPESA PAYBILL4,2022-04-05,0.0,0.0,neutral,2
#MainaAndKingangi,        john   ,2022-04-05,0.0,0.0,neutral,0
#MainaAndKingangi, baragu       ,2022-04-05,0.0,0.0,neutral,0
#MainaAndKingangi,KenyansGet the best BURGERS in town paired with free FRIES available on all platforms Glovo Bolt Jumiafood  ,2022-04-05,0.5,0.6,positive,1
#MainaAndKingangi,  Deposit and get 100 bonus oand get to play daily jackpots     Register link PromoKJ00,2022-04-05,0.0,0.0,neutral,0
#MainaAndKingangi,  What is the hype in putting everything about your life out there for people to see What is the value people get by pu,2022-04-05,0.0,0.0,neutral,2
#MainaAndKingangi,  Give kayamba to that caller mainaandkingangi,2022-04-05,0.0,0.0,neutral,2
#MainaAndKingangi,        john   ,2022-04-05,0.0,0.0,neutral,0
#MainaAndKingangi,  ke Huku MESH unapata opportunity ya kushowcase biz yako na MESHers wanakupromot instantly Thats why I told you MESH CONNECT,2022-04-05,0.6666666666666666,0.0,neutral,2
#MainaAndKingangi,KenyansGet the best BURGERS in town paired with free FRIES available on all platforms Glovo Bolt Jumiafood  ,2022-04-05,0.5,0.6,positive,1
#MainaAndKingangi,     john    ,2022-04-05,0.0,0.0,neutral,0
#MainaAndKingangi,  Deposit and get 100 bonus oand get to play todays champions league matches     Register link,2022-04-05,0.0,0.0,neutral,0
#MainaAndKingangi,  mwangi   Right away MainaAndKingangi,2022-04-05,0.5357142857142857,0.2857142857142857,positive,2
#MainaAndKingangi,KenyansGet the best BURGERS in town paired with free FRIES available on all platforms Glovo Bolt Jumiafood  ,2022-04-05,0.5,0.6,positive,1
#MainaAndKingangi,       john    ,2022-04-05,0.0,0.0,neutral,0
#MainaAndKingangi,      john   ,2022-04-05,0.0,0.0,neutral,0
#CRYARS,   The loan system is defeating the integrity of the league  CRYARS Arsenal AFC ,2022-04-05,0.0,0.0,neutral,0
#CRYARS,Manchester city Alt Madrid Chelsea amp Benfica all in action today All today games analysis are ready get them in ,2022-04-05,0.3,0.15000000000000002,positive,1
#CRYARS,   The loan system is defeating the integrity of the league  CRYARS Arsenal AFC ,2022-04-05,0.0,0.0,neutral,0
#CRYARS,   Its only one game and we have to make sure for the next game were on the level were supposed to be at    Martin Odega,2022-04-05,0.5377777777777777,-0.06000000000000001,negative,0
#CRYARS,   The loan system is defeating the integrity of the league  CRYARS Arsenal AFC ,2022-04-05,0.0,0.0,neutral,0
#CRYARS,  It must hurt for Patrick Vieira to beat a team he used to love  Crystal Palace defeated Arsenal 30  FPL CRYARS  htt,2022-04-05,0.6,0.5,positive,0
#CRYARS, Its actually CRYARS abi CRYing gonners kissing bye to Top Four,2022-04-05,0.39999999999999997,0.09999999999999999,positive,0
#CRYARS,  Patrick Vieira beating Arsenal  CRYARS   ,2022-04-05,0.0,0.0,neutral,0
#CRYARS,  Patrick Vieira beating Arsenal  CRYARS   ,2022-04-05,0.0,0.0,neutral,0
#CRYARS,  MNF CPFC AFC Not a fan of ads on  but If you know anyone that likes SUNDAYFOOTBALL players managers or fansor y,2022-04-05,0.0,0.0,neutral,0
#CRYARS,  Arsenal flashscore fans when they check their match result today on the app CryArs  ,2022-04-05,0.0,0.0,neutral,0
#CRYARS,  Arsenal fans right now CRYARS FPL ,2022-04-05,0.5357142857142857,0.2857142857142857,positive,0
#CRYARS,   Its only one game and we have to make sure for the next game were on the level were supposed to be at    Martin Odega,2022-04-05,0.5377777777777777,-0.06000000000000001,negative,0
#CRYARS,  Feed Palace fans Champions League youre having a laugh   CRYARS THFC,2022-04-05,0.1,0.3,positive,0
#CRYARS,   The loan system is defeating the integrity of the league  CRYARS Arsenal AFC ,2022-04-05,0.0,0.0,neutral,0
#CRYARS,   Mikel Arteta apologised for Arsenals 𝙪𝙣𝙖𝙘𝙘𝙚𝙥𝙩𝙖𝙗𝙡𝙚 performance in a 30 defeat at Crystal Palace  a result dealt a s,2022-04-05,0.0,0.0,neutral,0
#CRYARS,   Brian Arsenal defense when Wilfred Zaha and Conor Gallagher have the ball CRYARS ,2022-04-05,0.0,0.0,neutral,0
#CRYARS,  Feed Palace fans Champions League youre having a laugh   CRYARS THFC,2022-04-05,0.1,0.3,positive,0
#CRYARS,  For better customer service easy inventory processing better profitability and accurate expense tracking robisearch of,2022-04-05,0.6166666666666667,0.45833333333333337,positive,0
#CRYARS,  Zaha whenever he plays Arsenal CRYARS ,2022-04-05,0.0,0.0,neutral,0
#CRYARS,  The boss reflects on a frustrating defeat in south London   CRYARS,2022-04-05,0.9,-0.4,negative,0
#CRYARS,  Nft If you are neutral in situations of injustice you have chosen the side of the oppressor If an elephant has its foot on,2022-04-05,0.0,0.0,neutral,0
#CRYARS,  Goals from JeanPhilippe Marteta Jordan Ayew and Wilfried Zaha help Crystal Palace see off topfour chasing Arsenal in,2022-04-05,0.0,0.0,neutral,0
#CRYARS,  Meet Sibusiso Shabangu a South African who makes fuel out of plastic SAn Gov need to take this serious as the west won,2022-04-05,0.3333333333333333,-0.16666666666666666,negative,0
#CRYARS,Well theres being a bit Spursy but I think its time for a new phrase after Arsenals performance last night wh ,2022-04-05,0.2606060606060606,0.06818181818181818,positive,2
#CRYARS,Manchester city Alt Madrid Chelsea amp Benfica all in action today All today games analysis are ready get them in ,2022-04-05,0.3,0.15000000000000002,positive,1
#CRYARS,  Only Raheem Sterling 23 and Jamie Vardy 21 have won more penalties in PL history than  winger Wilfried Zaha 1,2022-04-05,0.75,0.25,positive,0
#CRYARS,   The loan system is defeating the integrity of the league  CRYARS Arsenal AFC ,2022-04-05,0.0,0.0,neutral,0
#CRYARS,  Palace have been phenomenal in these first 25 minutes Arsenal massively missing Tierney CRYARS,2022-04-05,0.29444444444444445,0.18333333333333335,positive,0
#CRYARS,  Arsenal you have one job tonight do your best or else I will not eat tonight    CRYARS Arsenal ,2022-04-05,0.3,1.0,positive,0
#CRYARS,Manchester city Alt Madrid Chelsea amp Benfica all in action today All today games analysis are ready get them in ,2022-04-05,0.3,0.15000000000000002,positive,1
#CRYARS,  Patrick Vieira beating Arsenal  CRYARS   ,2022-04-05,0.0,0.0,neutral,0
#CRYARS,Ludicrous  performance but perhaps out of respect to a Gunner great Vieira   were very good but this ,2022-04-05,0.7650000000000001,0.855,positive,0
#CRYARS,  Crystal Meth FC Patrick Viagra LETS GO CRYARS,2022-04-05,0.0,0.0,neutral,0
#CRYARS,   The loan system is defeating the integrity of the league  CRYARS Arsenal AFC ,2022-04-05,0.0,0.0,neutral,0
#CRYARS,Arsenal Yesterday CRYARS   ,2022-04-05,0.0,0.0,neutral,0
#CRYARS,   Its only one game and we have to make sure for the next game were on the level were supposed to be at    Martin Odega,2022-04-05,0.5377777777777777,-0.06000000000000001,negative,0
#CRYARS,  ASSSSSSNA  CRYARS,2022-04-05,0.0,0.0,neutral,0
#CRYARS,   Brian Arsenal defense when Wilfred Zaha and Conor Gallagher have the ball CRYARS ,2022-04-05,0.0,0.0,neutral,0
#CRYARS,  3 at last 3 at last thank god almighty they held 3 at last CRYARS,2022-04-05,0.06666666666666667,0.0,neutral,2
#CRYARS,The CrystalPalace jersey did us the damage by instilling some Barcelona phobia into our boys We lose together and ,2022-04-05,0.0,0.0,neutral,2
#CRYARS,  Meet Sibusiso Shabangu a South African who makes fuel out of plastic SAn Gov need to take this serious as the west won,2022-04-05,0.3333333333333333,-0.16666666666666666,negative,0
#CRYARS,RussiaUkraine live news US mulls more sanctions on Moscow To read more here is the link  ,2022-04-05,0.5,0.37878787878787873,positive,1
#CRYARS,  Another famous night under the Selhurst lights   CPFC  CRYARS,2022-04-05,1.0,0.5,positive,0
#CRYARS,  THERES YOUR PALACE  CPFC  CRYARS ,2022-04-05,0.0,0.0,neutral,0
Crystal Palace,  Eshun Tonight grab your popcorn and watch Thomas Partey dominate Crystal Palace ,2022-04-05,0.0,0.0,neutral,0
Crystal Palace,  Crystal Palace just exist to fuck up a Top 6 sides season for fun,2022-04-05,0.43333333333333335,0.13333333333333333,positive,0
Crystal Palace,Manchester city Alt Madrid Chelsea amp Benfica all in action today All today games analysis are ready get them in ,2022-04-05,0.3,0.15000000000000002,positive,1
Crystal Palace,  Who doesnt know that the best clubs in the London are Brentford and Crystal Palace,2022-04-05,0.3,1.0,positive,0
Crystal Palace,  It must hurt for Patrick Vieira to beat a team he used to love  Crystal Palace defeated Arsenal 30  FPL CRYARS  htt,2022-04-05,0.6,0.5,positive,0
Crystal Palace,What a CRYSTAL clear PALACE of nice weather,2022-04-05,0.6916666666666667,0.35,positive,0
Crystal Palace,   Crystal Palace has the easiest job today ,2022-04-05,0.0,0.0,neutral,0
Crystal Palace,   This Crystal Palace super team really trashed Arsenal Spurs and Manchester City,2022-04-05,0.43333333333333335,0.26666666666666666,positive,0
Crystal Palace,  Crystal Palace 30 Arsenal  Awful performance awful result amp heres the reaction from the away fans at full time  Were,2022-04-05,0.85,-0.5499999999999999,negative,0
Crystal Palace,Arsenal trying to explain how Crystal Palace crushed them 3 goals without an attempt on goal ,2022-04-05,0.1,-0.1,negative,2
Crystal Palace,  Goal for Crystal Palace  scored by Zaha from the spot   30  74,2022-04-05,0.0,0.0,neutral,0
Crystal Palace,  Arsenal fans watching crystal palace right now  ,2022-04-05,0.5357142857142857,0.2857142857142857,positive,0
Crystal Palace,  No social distancing for this Great Tit in Crystal Palace Park  ,2022-04-05,0.4083333333333333,0.39166666666666666,positive,0
Crystal Palace,  Crystal Palace 30 Arsenal  Awful performance awful result amp heres the reaction from the away fans at full time  Were,2022-04-05,0.85,-0.5499999999999999,negative,0
Crystal Palace,Jordan Ayew scored his second goal of the season to inspire Crystal Palace to stun Arsenal at Selhurst Park on Mond ,2022-04-05,0.0,0.0,neutral,0
Crystal Palace,  Todays silence is sponsored by Crystal Palace Good morning,2022-04-05,0.6000000000000001,0.7,positive,2
Crystal Palace,  Crystal Palace 20 Arsenal  ,2022-04-05,0.0,0.0,neutral,0
Crystal Palace,  Go on Crystal Palace ,2022-04-05,0.0,0.0,neutral,0
Crystal Palace,  That one there was a violation personally he couldnt have it   Forget Abacha Crystal Palace Arsenal Samsung or NINSIM,2022-04-05,0.3,0.0,neutral,0
Crystal Palace,  Eshun Tonight grab your popcorn and watch Thomas Partey dominate Crystal Palace ,2022-04-05,0.0,0.0,neutral,0
Crystal Palace,  Crystal Palace just exist to fuck up a Top 6 sides season for fun,2022-04-05,0.43333333333333335,0.13333333333333333,positive,0
Crystal Palace,  30 Crystal Palace  Horrible night for Arsenal Zaha converts the penalty ,2022-04-05,1.0,-1.0,negative,0
Crystal Palace,  Whats your prediction for Crystal palace vs Arsenals match,2022-04-05,0.0,0.0,neutral,0
Crystal Palace,  A young Arsenal fan scoring a penalty against the Crystal Palace mascot at halftime amp shushing the home crowd at Selhurst Pa,2022-04-05,0.4,0.1,positive,0
Crystal Palace,   Mikel Arteta apologised for Arsenals 𝙪𝙣𝙖𝙘𝙘𝙚𝙥𝙩𝙖𝙗𝙡𝙚 performance in a 30 defeat at Crystal Palace  a result dealt a s,2022-04-05,0.0,0.0,neutral,0
Crystal Palace,    Lmao brudda its against Crystal palace talking about embarrassing ment ,2022-04-05,1.0,0.6,positive,0
Crystal Palace,  Goal for Crystal Palace  scored by Zaha from the spot   30  74,2022-04-05,0.0,0.0,neutral,0
Crystal Palace,  Crystal Palace 30 Arsenal  Awful performance awful result amp heres the reaction from the away fans at full time  Were,2022-04-05,0.85,-0.5499999999999999,negative,0
Crystal Palace,  Crystal Palace just exist to fuck up a Top 6 sides season for fun,2022-04-05,0.43333333333333335,0.13333333333333333,positive,0
Crystal Palace,  Wilf Zaha is Mr Crystal Palace   Club legend I dont care anymore,2022-04-05,0.0,0.0,neutral,2
Crystal Palace,  Crystal Palace 20 Arsenal  ,2022-04-05,0.0,0.0,neutral,0
Crystal Palace,   This Crystal Palace super team really trashed Arsenal Spurs and Manchester City,2022-04-05,0.43333333333333335,0.26666666666666666,positive,0
Crystal Palace,  amin11 Crystal palace 03 Arsenal  Smith Rowe Odegard Saka,2022-04-05,0.0,0.0,neutral,0
Crystal Palace,  Manifesting a 30 win against crystal palace ,2022-04-05,0.4,0.8,positive,0
Crystal Palace,The Gunners fail to force their way back into top four as theyre well beaten at Selhurst Park ,2022-04-05,0.26666666666666666,0.0,neutral,0
Crystal Palace,  Goals from JeanPhilippe Marteta Jordan Ayew and Wilfried Zaha help Crystal Palace see off topfour chasing Arsenal in,2022-04-05,0.0,0.0,neutral,0
Crystal Palace,  Crystal Palaces top assisters in all comps since their PL return in 2013  9 Zaha 1617 8 OLISE 2122 8 Townse,2022-04-05,0.5,0.5,positive,0
